THEM,YOU,CLAUSE,LABEL,PARTY
Lessee,Lessor,"Lessee shall pay Lessor in advance its monthly estimated share of the Insurance Amount together with all applicable rental taxes due thereon, within ten (10) days after receipt of an invoice from Lessor setting forth Lessors estimate of such amount.",-,
Lessee,Lessor,"Within ninety (90) days following the end of each calendar year during the Term, or as soon thereafter as is reasonably possible, Lessor shall furnish Lessee with a statement of all of Lessors insurance costs for the Project for the previous calendar year indicating the computation of Lessee's proportionate share of such costs for such calendar year and the payments made by Lessee during such calendar year.",-,
Lessee,Lessor,"If Lessee's aggregate estimated monthly payments actually paid to Lessor for the calendar year are greater than Lessee's proportionate share of all of Lessors insurance costs for the Project for such calendar year, Lessor shall promptly pay the excess to Lessee or shall apply the excess to any past due amounts owing from Lessee to Lessor; if the payments made are less than Lessee's proportionate share, Lessee shall pay the difference to Lessor within ten (10) days of its receipt of such statement.",-,
Lessee,Lessor,Lessor will make available for Lessee's review all insurance billings. ,-,
Lessee,Lessor, DAMAGE OR DESTRUCTION. ,-,
Lessee,Lessor, RECONSTRUCTION OF PREMISES.,-,
Lessee,Lessor,"If during the Term all or part of the Premises should be destroyed partially or totally by fire or other casualty, this Lease shall continue thereafter in full force and effect, except as hereinafter provided, and the Lessor shall cause the reconstruction of the Premises within the one hundred eighty (180) days following such destruction to substantially the same condition in which it existed at the time immediately preceding such destruction, but only to the extent of insurance proceeds actually made available to Lessor for such purposes.",-,
Lessee,Lessor,Lessee's obligation to pay rental to Lessor hereunder shall abate from the date of such destruction until completion of such reconstruction and the Term hereof shall be automatically extended for a period of time equivalent to that during which rent is abated as aforesaid.,-,
Lessee,Lessor,"Should the Premises be partially damaged or destroyed, rent shall be abated in the same proportion as the destruction affects Lessee's ability to occupy and use the Premises for its intended purposes.",-,
Lessee,Lessor,"Notwithstanding the foregoing, Lessor shall have thirty (30) days following the partial or total destruction of the Premises to elect in writing not to commence reconstruction, repair or replacement of the Premises.",-,
Lessee,Lessor,"In the event of such an election by Lessor, this Lease shall be deemed terminated and of no further force or effect. ",T,Y
Lessee,Lessor, FORCE MAJEURE.,-,
Lessee,Lessor,"If Lessor is bona fide delayed or hindered in or prevented from the performance of any term, covenant or act required in Section 9.1 by reason of strikes, labor troubles, inability to procure materials or services, power failure, sabotage, rebellion, war, act of God, or other reason of a like nature, any of which must be beyond the reasonable control of Lessor, financial inability excepted (""force majeure'), then the performance of that term, covenant or act is excused for the period of the delay and the reconstruction period shall be deemed correspondingly extended.",-,
Lessee,Lessor, ABATEMENT SOLE REMEDY.,-,
Lessee,Lessor,"Except for abatement of rent, if any, Lessee shall have no claim against Lessor for any damage suffered by reason of any such damage, destruction, repair or restoration of the Premises. ",-,
Lessee,Lessor, REAL PROPERTY TAXES. ,-,
Lessee,Lessor, PAYMENT OF LESSEE'S PROPORTIONATE SHARE OF TAXES.,-,
Lessee,Lessor,"Lessor shall pay all real property taxes applicable to the Premises; provided, however, that Lessee shall pay, as additional rent hereunder and in addition to all other charges due hereunder, Lessee's proportionate share (as defined in Paragraph 12) of real property taxes applicable to the Project (the ""Real Property Tax Amount"").",-,
Lessee,Lessor,"Lessee shall pay Lessor in advance its monthly estimated share of the Real Property Tax Amount, together with all applicable rental taxes due thereon, within ten (10) days after receipt of an invoice from Lessor setting forth Lessor's estimate of such amount.",-,
Lessee,Lessor,"Within ninety (90) days following the end of each calendar year during the Term or as soon thereafter as is reasonably possible, Lessor shall furnish Lessee with a statement of all real property taxes relating to the Project for the previous calendar year indicating the computation of Lessee's proportionate share of such real property taxes for such calendar year and the payments made by Lessee during such calendar year.",-,
Lessee,Lessor,"If Lessee's aggregate estimated monthly payments actually paid to Lessor for the calendar year are greater than Lessee's proportionate share of all real property taxes relating to the Project for such calendar year, Lessor shall promptly pay the excess to Lessee or shall apply the excess to any past due amounts owing from Lessee to Lessor; if the payments made are less than Lessee's proportionate share, Lessee shall pay the difference to Lessor within ten (10) days of its receipt of such statement.",-,
Lessee,Lessor,"If the Term does not commence or expire concurrently with the commencement or expiration of the tax year, Lessee's liability for real property taxes for the such partial year shall be prorated on an annual basis.",-,
Lessee,Lessor,"Lessor will make available for Lessee's review, tax assessments for each building in Project. ",-,
Lessee,Lessor," DEFINITION OF ""REAL PROPERTY TAX"".",-,
Lessee,Lessor,"As used herein, the term ""real property tax"" shall include any form of assessment, fee, levy, penalty or tax (other than inheritance or estate taxes), imposed by any authority having the direct or indirect power to tax or assess, including any city, county, state, or federal government, any school, agricultural, lighting, drainage, or other improvement district thereof, or any private owners association created by covenants, conditions and restrictions binding on the Premises, as against any legal or equitable interest of Lessor in the Premises, the Project and the real property of which the Premises and the Project are a part. ",-,
Lessee,Lessor, PERSONAL PROPERTY TAXES. ,-,
Lessee,Lessor," (a)      Lessee shall pay prior to delinquency all taxes assessed against and levied upon trade fixtures, furnishings, equipment, and all other personal property of Lessee contained in the Premises or elsewhere.",-,
Lessee,Lessor,"When possible, Lessee shall cause said trade fixtures, furnishings, equipment, and all other personal property to be assessed and billed separately from the real property of Lessor. ",-,
Lessee,Lessor,"(b)      If any of Lessee's personal property shall be assessed and billed with Lessor's real property, Lessee shall pay Lessor the taxes attributable to Lessee within ten (10) days after receipt of a written statement setting forth the taxes applicable to Lessee's property.",-,
Lessee,Lessor, COMMON AREA CHARGES.,-,
Lessee,Lessor,"In addition to the rental and other charges herein provided to be paid by Lessee to Lessor, Lessee shall pay to Lessor, as additional rent and as Lessee's share of the cost of maintaining, operating, repairing and managing the Premises, Lessee's proportionate share (as defined in Paragraph I of the Total Common Area Charges (as hereinafter defined) for any calendar year during the Term (the ""CAM Amount"").",-,
Lessee,Lessor,"Lessee shall pay Lessor in advance its monthly estimated proportionate share (as described in Paragraph 12) of the Total Common Area Charges, together with all applicable rental taxes due thereon, within ten (10) days after receipt of an invoice from Lessor setting forth Lessors estimate of such amount Within ninety (90) days following the end of each calendar year during the Term or as soon thereafter as is reasonably possible, Lessor shall furnish Lessee with a statement of all Total Common Area Charges for the Project for the previous calendar year indicating the computation of Lessee's proportionate share of the Total Common Area Charges for such calendar year and the payments made by Lessee during such calendar year.",-,
