THEM,YOU,CLAUSE,LABEL,PARTY,
HUB,USER,"To avoid doubt, HUB will not make any payment to you in respect of the use of any of your Submissions.",R,T,no-responsibility
HUB,USER,The HUB is under no obligation to post or use any Submission you may provide and may remove any Submission at any time in HUB's sole discretion.,R,T,no-responsibility
HUB,USER,Exclusion Of Warranties HUB and its affiliates are constantly innovating in order to improve the services provided through HUBnet.,-,,
HUB,USER,You acknowledge and agree that the format of the services offered by HUB through HUBnet may change at any time.,-,,acknowledgement
HUB,USER,"These services are, however, provided ""as is"" and ""as-available"" and HUB and its affiliates give you no warranty with respect to them.",-,,
HUB,USER,"You agree and understand the following: • THE INFORMATION, SOFTWARE, PRODUCTS, AND SERVICES INCLUDED IN OR AVAILABLE THROUGH HUBNET MAY INCLUDE INACCURACIES OR TYPOGRAPHICAL ERRORS.",-,,acknowledgement
HUB,USER,CHANGES ARE PERIODICALLY ADDED TO THE INFORMATION HEREIN.,-,,
HUB,USER,ANY INFORMATION OBTAINED BY YOU AS A RESULT OF YOUR USE OF THE SERVICES MAY NOT BE ACCURATE OR RELIABLE.,-,,
HUB,USER,"• ADVICE RECEIVED VIA HUBNET SHOULD NOT BE RELIED UPON FOR PERSONAL, MEDICAL, LEGAL OR FINANCIAL DECISIONS AND YOU SHOULD CONSULT AN APPROPRIATE PROFESSIONAL FOR SPECIFIC ADVICE TAILORED TO YOUR SITUATION.",-,,
HUB,USER,"• TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, IN NO EVENT SHALL HUB AND/OR ITS SUPPLIERS BE LIABLE FOR ANY DIRECT, INDIRECT, PUNITIVE, INCIDENTAL, SPECIAL, CONSEQUENTIAL DAMAGES OR ANY DAMAGES WHATSOEVER INCLUDING, WITHOUT LIMITATION, DAMAGES FOR LOSS OF USE, DATA OR PROFITS, ARISING OUT OF OR IN ANY WAY CONNECTED WITH THE USE OR PERFORMANCE OF HUBNET, WITH THE DELAY OR INABILITY TO USE HUBNET OR RELATED SERVICES, THE PROVISION OF OR FAILURE TO PROVIDE SERVICES, OR FOR ANY INFORMATION, SOFTWARE, PRODUCTS, SERVICES AND RELATED GRAPHICS OBTAINED THROUGH HUBNET, OR OTHERWISE ARISING OUT OF THE USE OF HUBNET, WHETHER BASED ON CONTRACT, TORT, NEGLIGENCE, STRICT LIABILITY OR OTHERWISE, EVEN IF IMPACT HUB GMBH OR ANY OF ITS SUPPLIERS HAS BEEN ADVISED OF THE POSSIBILITY OF DAMAGES.",L,T,no-liability
HUB,USER,Termination/Access Restriction HUB reserves the right to terminate your access to HUBnet and/or related services and/or terminate your membership of HUB at any time without notice for any violation of these Terms of Use.,T,T,
HUB,USER,"Electronic Service Provider HUB may use third party electronic payment processors and/or financial institutions (""ESPs"") to process financial transactions if you use the donation module of HUBnet.",-,,right
HUB,USER,HUB will keep your financial information confidential.,R,T,
HUB,USER,"You irrevocably authorise us, as necessary, to instruct such ESPs to handle such financial transactions and you irrevocably agree that HUB may give such instructions on your behalf.",-,,acknowledgement
HUB,USER,"You agree to be bound by the terms and conditions of use of each applicable ESP, and in the event or conflict between this Agreement and the ESP's terms and conditions, then this Agreement shall prevail.",-,,acknowledgement
HUB,USER,"If you become aware of any unauthorised use of your password or of your account, you agree to notify HUB immediately at world.tech@the-hub.net Copyright And Trademark Notices All materials used by HUBnet, other than Submissions, including but not limited to software, images, pictures, graphics, photographs, animations, videos, music, audio, text (and any intellectual property rights in and to any of the same) belong to HUB or its licensors and are protected by copyright and/or other intellectual property rights.",R,Y,
HUB,USER,You obtain no rights in such protected material and must not use any material used by HUBnet without HUB`s written permission.,-,,
HUB,USER,The names of actual companies and products mentioned herein may be the trade marks of their respective owners.,-,,
HUB,USER,"The example companies, organisations, products, people and events depicted herein are fictitious.",-,,
HUB,USER,"No association with any real company, organisation, product, person, or event is intended or should be inferred.",-,,
HUB,USER,Any rights not expressly granted herein are reserved.,-,,
HUB,USER,"General You agree that no joint venture, partnership, employment, or agency relationship exists between you and HUB as a result of this agreement or use of HUBnet.",-,,acknowledgement
HUB,USER,"HUB`S performance of this Agreement is subject to existing laws and legal process, and nothing contained in this Agreement is in derogation of Impact Hub GmbH's right to comply with governmental, court and law enforcement requests or requirements relating to your use of HUBnet or information provided to or gathered by HUB with respect to such use.",-,,
HUB,USER,"If any part of this Agreement is determined to be invalid or unenforceable pursuant to applicable law including, but not limited to, the warranty disclaimers and liability limitations set forth above, the invalid or unenforceable provision will be deemed superseded by a valid, enforceable provision that most closely matches the intent of the original provision and the remainder of the Agreement shall continue in full force and effect.",-,,
HUB,USER,"All disclaimers, indemnities and exclusions in this Agreement shall survive termination of this Agreement.",-,,
HUB,USER,"Unless otherwise specified herein, this Agreement constitutes the entire agreement between the user and Impact Hub GmbH with respect to the HUBnet and it supersedes all prior or contemporaneous communications and proposals, whether electronic, oral or written, between the user and Impact Hub GmbH with respect to use of HUBnet.",-,,
HUB,USER,A printed version of this agreement and of any notice given in electronic form shall be admissible in judicial or administrative proceedings based upon or relating to this agreement to the same extent an d subject to the same conditions as other business documents and records originally generated and maintained in printed form.,-,,
HUB,USER,Any rights not expressly granted herein are reserved.,-,,
HUB,USER,"SERVICE CONTACT: world.tech@the-hub.net DATE OF PUBLICATION: April 1, 2012",-,,
CH2M HILL,Subcontractor,"Final payment shall constitute a waiver of all claims by Subcontractor relating to Subcontractor’s Work, but shall in no way relieve Subcontractor of liability for the obligations assumed under Paragraph 3.16, or for faulty or defective work discovered after final payment.",L,Y,
CH2M HILL,Subcontractor,Subcontractor shall continue to carry Completed Operations liability insurance for at least,L,Y,
CH2M HILL,Subcontractor,"INDEMNIFICATION OBLIGATION - To the extent permitted by applicable law, SUBCONTRACTOR assumes the entire responsibility and liability for, and SHALL PROTECT, DEFEND, INDEMNIFY, AND HOLD HARMLESS CH2M HILL and CLIENT and Eligible Recipients from and against, any and all",L,Y,
CH2M HILL,Subcontractor,"INDEMNIFICATION INTENT: It is the intent of CH2M HILL and SUBCONTRACTOR that to the extent permitted by applicable law, SUBCONTRACTOR SHALL PROTECT, DEFEND, INDEMNIFY AND HOLD HARMLESS CH2M HILL AND CLIENT and Eligible Recipients against all of the consequences of:",L,Y,
CH2M HILL,Subcontractor,"INDEMNIFICATION AS TO LIENS: SUBCONTRACTOR further agrees to protect, defend, indemnify, and hold harmless CH2M HILL and CLIENT and Eligible Recipients and any property (including without limitation real estate or ary chattels) of CH2M HILL and/or CLIENT and/or Eligible Recipients from and against any and all claims, demands, losses, causes, and expenses (including, without limitation, attorneys' fees, court costs, and other costs of suit), arising out of mechanics and materialmen's liens or claims by any one or more members of the SUBCONTRACTOR GROUP, resulting from or relating to the performance or non-performance of any Work or Services in connection with this SUBCONTRACT.",L,Y,
CH2M HILL,Subcontractor,"EMPLOYEE WITHHOLDING INDEMNITY: SUBCONTRACTOR shall have exclusive liability for all employee withholding contributions and shall indemnify and hold harmless CH2M HILL and CLIENT and Eligible Recipient on account of any contributions measured by the wages of SUBCONTRACTOR GROUP personnel assessed against CH2M HILL and/or CLIENT and/or Eligible Recipients under authority of the acts or laws of the federal, state, and/or local authorities.",L,Y,
CH2M HILL,Subcontractor,"INDEMNITY FOR VIOLATION OF LAWS: SUBCONTRACTOR further agrees to hold CH2M HILL and CLIENT and Eligible Recipients harmless from liability or penalty which may be imposed by reason of any asserted or established violation by SUBCONTRACTOR GROUP of all applicable laws, regulations, ordinances, or other rules of the state, territory, or political subdivision thereof, wherein the Services are performed, or any other duly-constituted public authority including, without limitation, the federal government.",L,T,no-liability
CH2M HILL,Subcontractor,"FAILURE TO TIMELY PERFORM: If failure of SUBCONTRACTOR GROUP to timely perform Work results in an administrative fine, penalty or other liability to CH2M HILL and/or CLIENT, SUBCONTRACTOR will indemnify CH2M HILL and CLIENT and Eligible Recipients and hold CH2M HILL and CLIENT and Eligible Recipients harmless from the resulting in the fine, penalty or other liability, to the extent such failure is caused by SUBCONTRACTOR GROUP.",L,Y,
CH2M HILL,Subcontractor,"If the performance of work or Services in connection with this SUBCONTRACT requires the use of watercraft or is performed over water, SUBCONTRACTOR shall also provide coverage for liability for admiralty benefits and damages and any other endorsements that may be appropriate for work or Services in connection with watercraft or water.",L,Y,
DOW,CONTRACTOR,"For the avoidance of any doubt, if CONTRACTOR provides Services directly to an Eligible Recipient (that is not DOW), the Parties expressly agree that CONTRACTOR shall bill such Eligible Recipient separately and DOW shall not be responsible or liable in any manner for the performance, acts, or omissions of such Eligible Recipient.",L,T,no-liability
CH2M HILL,Subcontractor,"Subcontractor shall defend, indemnify and hold CH2M HILL and Owner harmless from all suits or claims for infringement of any patent rights or copyrights arising out of such selection.",L,Y,
CH2M HILL,Subcontractor,"CH2M HILL agrees to defend, indemnify and hold Subcontractor harmless from any suits or claims of infringement of any patent rights or copyrights arising out of any patented or copyrighted materials, methods or systems specified by CH2M HILL or Owner.",L,T,
CH2M HILL,Subcontractor,"PATENT INDEMNITY: SUBCONTRACTOR shall defend all suits or claims and shall hold and save CH2M HILL and CLIENT, Eligible Recipient, and user, harmless from liability of any nature or kind, including costs and expense for or on account of any patented or unpatented invention, article, or appliance manufactured or used in the performance of this SUBCONTRACT, including its use by CH2M HILL and/or CLIENT and/or Eligible Recipients and any other user, with the exception of the use of articles purchased by CH2M HILL and/or CLIENT.",L,Y,
Licensor,Licensee,The Licensee promises and agrees to pay to the Licensor a licence fee as set forth on page one attached,R,Y,
Licensor,Licensee,The Licensee is encouraged and responsible to arrange insurance for its property which will be held within the Licensed Premises during the term of the license agreement.,R,Y,
Licensor,Licensee,"In addition, the Licensee shall maintain liability insurance in accordance with the Licensor's requirements from time to time and shall indemnify and save harmless the Licensor against any third party claims of any nature",R,Y,
Licensor,Licensee,"In addition, the Licensee shall maintain liability insurance in accordance with the Licensor's requirements from time to time and shall indemnify and save harmless the Licensor against any third party claims of any nature",L,Y,
Licensor,Licensee,The Licensee covenants and agrees that is responsible to obtain any permits necessary to operate its business in the Licensed Premises.,R,Y,
Licensor,Licensee,"If the Licensee vacates the Licensed Premises or defaults under the Licence Agreement, then the Licensor shall be entitled to receive the balance of the monies owing under the remainder of the term and keep any retainer which may have been paid by the Licensee without any liability to the Licensee for such retainer.",L,T,no-liability
Introducer,Company," Company agrees to pay Introducer all Compensation and fees which would have been due, in accordance with the terms of this Agreement, had Agreement not been terminated.",R,Y,
Introducer,Company,The term of this Agreement shall begin on the date of this Agreement and shall continue for a period of Two (2) years and will automatically renew for successive one (1) year terms unless terminated by 30 days prior written notice by the terminating Party to the other Party.,T,B,
us,you,"We disclaim any and all responsibility and liability for the availability, timeliness, security or reliability of the Services which are made available to you for your personal, non-commercial, use only.",R,T,no-responsibility
us,you,"We disclaim any and all responsibility and liability for the availability, timeliness, security or reliability of the Services which are made available to you for your personal, non-commercial, use only.",L,T,no-liability
STARBUCKS,COMPANY,"If COMPANY breaches the term(s) of this Agreement, STARBUCKS shall have the right to (a) terminate this Agreement and/or demand the immediate return of all Confidential Information; (b) seek to recover its actual damages incurred by reason of such breach, including, without limitation, its attorneys fees and costs of suit; (c) seek to obtain injunctive relief to prevent such breach or to otherwise enforce the terms of this Agreement; and (d) pursue any other remedy available at law or in equity.",T,T,
