THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
Contractor,Owner,Contractor obligations shall recommence once the defect or delay referred to herein is remedied substantially enough to enable Contractor to recommence. ,,,,
Contractor,Owner,Contractor acknowledges that neither the implementation of such practices and standards nor the absence thereof shall limit the liabilities and obligations of Contractor hereunder.,,,,
Contractor,Owner,"If the Owner issues a new or modified site regulation or directive, for which the Contractor would incur costs not originally contemplated, then Owner shall issue a Change Order and the parties will agree on the applicable costs related thereto. ",,,,
Contractor,Owner,Contractor shall be responsible for reporting to Owner in the following manner: ,,,,
Contractor,Owner,"1. Daily reports that include information that will be communicated by Contractor to Owner, in a format acceptable to Owner.",,,,
Contractor,Owner,"Weekly reports that include information that will be communicated by Contractor to Owner, in a format acceptable to Owner.",,,,
Contractor,Owner,Contractor shall submit weekly reports via email to all parties designated by Owner; ,,,,
Contractor,Owner,"2. Monthly reports that include information that will be communicated by Contractor to Owner, in a format acceptable to Owner.",,,,
Contractor,Owner,Contractor shall submit monthly reports via email to all parties designated by Owner; ,,,,
Contractor,Owner,"If requested Contractor shall submit daily digital photographs and digital video reports via email to all parties designated by Owner, in such quantity and format as designated by Owner; and ",,,,
Contractor,Owner,No inspection performed or not performed by the Owner shall be a waiver of any of the Contractor's obligations hereunder or be construed as an approval or acceptance of the Work or any part thereof. ,,,,
Contractor,Owner,"Without limiting the generality of the foregoing, unless otherwise directed by Owner in writing, Contractor shall be responsible for all required infrastructure and utility connections with respect to the Work (including, without limitation, water, gas, electrical and sewer) and for procuring all applicable governmental authorizations and approvals in connection with the same. ",,,,
Contractor,Owner,"Any substituted personnel, whether due to termination of employment, request of Owner or otherwise, shall be subject to Owner's prior written approval. ",,,,
Contractor,Owner,"M.	Owner shall notify Contractor if at any time the work of any Subcontractor is unsatisfactory to Owner or Owner believes that any Subcontractor is careless, incompetent, unskilled or otherwise objectionable; and Contractor, upon Contractor's reasonable determination that Owner's concerns are valid and cannot otherwise be remedied, shall dismiss such Subcontractor in accordance with standard construction industry labor practices. ",,,,
Contractor,Owner,It shall be the obligation of Contractor to review the Contract Documents to determine and to notify the Owner and the Architect of any discrepancy with building codes and regulations of which the Contractor has knowledge.,,,,
Contractor,Owner,"If the Contractor observes that portions of the Contract Documents are at variance with applicable Laws, the Contractor promptly shall notify the Owner and Architect in writing, and necessary changes shall be accomplished by appropriate Change Order.",,,,
Contractor,Owner,"If Contractor performs any Work, which it knows is contrary to applicable Laws, the Contractor shall assume appropriate responsibility therefor and shall bear the costs and expenses attributable thereto. ",,,,
Contractor,Owner,"Such stamp shall constitute Contractor's warranty to Owner and Architect that (a) Contractor has utilized reasonable efforts expected of highly experienced contractors to insure that such drawings are in strict conformity with the Drawings and Specifications, and (b) such submitted shop and other drawings have been coordinated with other components of the Work.",,,,
Contractor,Owner,"Architect will review and approve shop drawings and other submissions for general conformance with the design concept only and such review shall not relieve Contractor and each Subcontractor from the responsibility for adherence to this Agreement concerning quantity and quality of materials and workmanship, nor shall it relieve Contractor of the responsibility for the accuracy and completeness of other details, such as dimensions and tolerance, or for proper assembly, installation and performance. ",,,,
Contractor,Owner,Those additional costs will be set forth in a Change Order. ,,,,
Contractor,Owner,Q. The Contractor shall comply with and give notices required by applicable Laws bearing on performance of the Work. ,,,,
Contractor,Owner,"R.	Notwithstanding the fact that a dispute, controversy or question shall have arisen in the interpretation of any provision of this Agreement or any of the other Contract Documents, the performance of any Work, the delivery of any material, the payment of any monies to Contractor, or otherwise, Contractor agrees that it will not directly or indirectly stop or delay the Work, or any part thereof, or stop or delay the delivery of any materials on its part required to be furnished under this Agreement, pending the determination of such dispute or controversy.",,,,
Contractor,Owner,Owner shall continue to make payments for Work that is not the subject of a dispute. ,,,,
Contractor,Owner,S.	Contractor at all times shall keep the Project free from accumulation of waste materials or rubbish caused by its operations.,,,,
Contractor,Owner,"If the Contractor fails to clean up as provided in the Contract Documents, the Owner, upon three (3) business days notice to Contractor, may do so and the cost thereof shall be charged to the Contractor who shall pay such cost immediately upon demand by Owner. ",,,,
Contractor,Owner,"There shall be noted therein the actual locations of underground lines, stub outs, and similar items.",,,,
Contractor,Owner,"Contractor shall deliver to Owner copies of the As-Built Drawings and Specifications in accordance with Paragraph X.D below, and the As-Built Drawings and Specifications shall constitute the sole property of Owner. ",,,,
